55.5000000,69.5000000,1.00000000
41.0000000,81.5000000,1.00000000
53.5000000,86.0000000,1.00000000
46.0000000,84.0000000,1.00000000
41.0000000,73.5000000,1.00000000
51.5000000,69.0000000,1.00000000
51.0000000,62.5000000,1.00000000
42.0000000,75.0000000,1.00000000
53.5000000,83.0000000,1.00000000
57.5000000,71.0000000,1.00000000
42.5000000,72.5000000,1.00000000
41.0000000,80.0000000,1.00000000
46.0000000,82.0000000,1.00000000
46.0000000,60.5000000,1.00000000
49.5000000,76.0000000,1.00000000
41.0000000,76.0000000,1.00000000
48.5000000,72.5000000,1.00000000
51.5000000,82.5000000,1.00000000
44.5000000,70.5000000,1.00000000
44.0000000,66.0000000,1.00000000
33.0000000,76.5000000,1.00000000
33.5000000,78.5000000,1.00000000
31.5000000,72.0000000,1.00000000
33.0000000,81.5000000,1.00000000
42.0000000,59.5000000,1.00000000
30.0000000,64.0000000,1.00000000
61.0000000,45.0000000,1.00000000
49.0000000,79.0000000,1.00000000
26.5000000,64.5000000,1.00000000
34.0000000,71.5000000,1.00000000
42.0000000,83.5000000,1.00000000
29.5000000,74.5000000,1.00000000
39.5000000,70.0000000,1.00000000
51.5000000,66.0000000,1.00000000
41.5000000,71.5000000,1.00000000
42.5000000,79.5000000,1.00000000
35.0000000,59.5000000,1.00000000
38.5000000,73.5000000,1.00000000
32.0000000,81.5000000,1.00000000
46.0000000,60.5000000,1.00000000
36.5000000,53.0000000,0.00000000
36.5000000,53.5000000,0.00000000
24.0000000,60.5000000,0.00000000
19.0000000,57.5000000,0.00000000
34.5000000,60.0000000,0.00000000
37.5000000,64.5000000,0.00000000
35.5000000,51.0000000,0.00000000
37.0000000,50.5000000,0.00000000
21.5000000,42.0000000,0.00000000
35.5000000,58.5000000,0.00000000
26.5000000,68.5000000,0.00000000
26.5000000,55.5000000,0.00000000
18.5000000,67.0000000,0.00000000
40.0000000,67.0000000,0.00000000
32.5000000,71.5000000,0.00000000
39.0000000,71.5000000,0.00000000
43.0000000,55.5000000,0.00000000
22.0000000,54.0000000,0.00000000
36.0000000,62.5000000,0.00000000
31.0000000,55.5000000,0.00000000
38.5000000,76.0000000,0.00000000
40.0000000,75.0000000,0.00000000
37.5000000,63.0000000,0.00000000
24.5000000,58.0000000,0.00000000
30.0000000,67.0000000,0.00000000
33.0000000,56.0000000,0.00000000
56.5000000,61.0000000,0.00000000
41.0000000,57.0000000,0.00000000
49.5000000,63.0000000,0.00000000
34.5000000,72.5000000,0.00000000
32.5000000,69.0000000,0.00000000
36.0000000,73.0000000,0.00000000
27.0000000,53.5000000,0.00000000
41.0000000,63.5000000,0.00000000
29.5000000,52.5000000,0.00000000
20.0000000,65.5000000,0.00000000
38.0000000,65.0000000,0.00000000
18.5000000,74.5000000,0.00000000
16.0000000,72.5000000,0.00000000
33.5000000,68.0000000,0.00000000
